AUDIENCE,BIAS,MESSAGE,DESIGNATION,SOURCE,TEXT
national,neutral,personal,Representative ,twitter,Did you know I am on Instagram? Check it out and follow me! http://t.co/nx05a6uSlE http://t.co/4mLeZz3vcy
national,neutral,media,Representative ,twitter,Joined by colleague Congresswoman Tulsi Gabbard at Celebrity Charity Classic http://t.co/9qnZegKRPv
constituency,neutral,personal,Senator ,twitter,"Join me, @SenWarren @MayorTomMenino &amp; Rep Capuano at Faneuil Hall #Boston today at 11AM. #DemandAction @nomorenames http://t.co/Q5ulw6lgm4"
national,neutral,mobilization,Representative ,twitter,Excellent. Please RT: WSJ: It was not the Declaration of Independence that gave us freedom but the Continental Army. http://t.co/dgmSKoWzVa
national,partisan,personal,Representative ,twitter,But I remain concerned about the denial and insensitivity expressed in his initial response.
national,partisan,mobilization,Representative ,twitter,Todayâ€™s Supreme Court action continues the march of progress towards #marriageequality for all: http://t.co/L41phSwCFY #26statestogo
national,neutral,media,Representative ,twitter,Here's a clip of me speaking at the GOP leadership press conference this morning #FairnessForAll http://t.co/B6xS8mji8U
national,partisan,personal,Representative ,twitter,Find out how what happens in Washington can impact you http://t.co/xPKRywPld8 http://t.co/TuK7Mb0pVm
national,neutral,policy,Senator ,twitter,V plsd to see @CDCgov report showing childhood obesity falling in many states incl #NY http://t.co/qnopVen5C2 But we must cont. to do more!
national,neutral,other,Representative ,twitter,"@keysoffaith Hmm that's odd, here's another link: http://t.co/oS1EZVmCwL"
national,neutral,information,Representative ,twitter,"the supreme Court shall have appellate Jurisdiction, both as to Law and Fact, with such Exceptions,"
national,partisan,attack,Representative ,twitter,READ: Our letter to POTUS on reforming the #VA. He must lay out a vision for mending what is clearly a broken system http://t.co/EX5z6szspr
constituency,neutral,support,Senator ,twitter,RT @NRECAintl: Thx @SenMarkPryor for recognizng our AR volunteers' recent work in Guatemala! @highleyunlikely @melfly1  #coopsindc http://tâ€_
constituency,neutral,personal,Representative ,twitter,After a #LaborDay picnic in #ErieCounty now Penny &amp; I now visiting the #Waterford Fair
national,neutral,personal,Representative ,twitter,Honored to attend today's Inaugural ceremony. http://t.co/j9Fl4fvI
national,partisan,policy,Representative ,twitter,"@GhostreconLee - I'm a proud cosponsor of HR 3546, which would extend this critical lifeline for one year. #RenewUI http://t.co/8Uey04mOEi"
national,neutral,support,Representative ,twitter,MT @RepLindaSanchez: @HouseGOP shouldn't limit access to quality #EarlyEd. We should instead invest in our future! http://t.co/mFH6nJMicd
national,partisan,support,Senator ,twitter,"ICYMI: I spoke on the Senate floor today on our need for energy independence and the Keystone Pipeline. 
Watch: http://t.co/LdWoY3rGSf"
constituency,partisan,policy,Representative ,twitter,RT @AppropsDems: .@RepDavidEPrice : continuing to slash investments in our communities is highly irrational and damaging to economy and Conâ€_
constituency,partisan,support,Representative ,twitter,"Said on @nbc6: even though airstrikes r long overdue, I support action though #Obama shouldn't circumvent #Congress https://t.co/TYQZlguwns"
national,neutral,policy,Representative ,twitter,Itâ€™s 10/10 and I support HR 1010 that will #RaisetheWage to $10.10 an hour. #Timefor1010
national,neutral,support,Senator ,twitter,1 - False. Lewis &amp; Clark encountered their first grizzly bears in #NorthDakota. #NationalTriviaDay
constituency,neutral,personal,Representative ,twitter,great times at #YALcon13 @YALiberty http://t.co/CJssIcVk4b
national,neutral,personal,Representative ,twitter,Our Founders created a series of checks and balances for our democracy to prevent any branch of government from becoming too powerful.
national,partisan,personal,Representative ,twitter,"Since Obama Took Office, we have lost 592,000 manufacturing jobs.  http://t.co/q7VTz1Y7fK #SpeechesDontHire"
constituency,neutral,mobilization,Representative ,twitter,To honor Sakia Gunnâ€™s memory letâ€™s take real action for LGBTQ #Equality &amp;against violence/discrimination @AAOGCNewark http://t.co/5SVBu2sIUK
national,partisan,policy,Representative ,twitter,"@egpvokpvalleyok Actually, I voted against the BCA defense cuts known as sequester. http://t.co/V2tNpFF3GM"
national,partisan,policy,Representative ,twitter,Introduced the GROWTH Act today w/ @DentPressShop to reform #unemployment insurance while bolstering job creation: http://t.co/x0Tc8sSjtj
national,partisan,support,Representative ,twitter,"I joined @RepDuckworth &amp; a bipartisan group to introduce the MOM Act, extending maternity leave for military mothers."
national,neutral,personal,Senator ,twitter,"ACA requires insurers to spend 80% of premiums on medical care, as a result 8.5M Americans got a rebate #GetCovered http://t.co/jdphG4Ev3g"
national,neutral,media,Representative ,twitter,Headed to @NatResources hearing on American Energy Jobs w/ @mikeroweworks testifying. Watch live: http://t.co/NLLmeicpx6
constituency,neutral,information,Representative ,twitter,"Larry Webb w/City of Rio Rancho says conservation is big deal, but low-hanging fruit when it comes water alternatives. #NMWaterInnovation"
national,neutral,personal,Senator ,twitter,Inspired effort by #Navy vs #OSU today - proud of the Midshipmen! #GoNavy
national,neutral,personal,Senator ,twitter,There are many resources available to those who struggle with suicidal thoughts.-Joe
national,neutral,media,Representative ,twitter,I will join @tperkins on his show today at 5:25pm EST/4:25pm CST. You can listen here: http://t.co/MLa7xs5NpW
national,partisan,policy,Representative ,twitter,"With the President continuing to abuse his power, pls read my new e-newsletter, ""Enforcing the Law is Not Optional"": http://t.co/mUwUo6xOiY"
constituency,neutral,constituency,Senator ,twitter,Thanks to Scituate High Schoolâ€™s AP government class for having me today to discuss civic engagement &amp; the future of our state.
national,neutral,personal,Representative ,twitter,Jumped off the top of a perfectly good stadium!
constituency,partisan,policy,Representative ,twitter,Theyâ€™ll get only longer under #ACA â€œChicago-area hospitals top Crain's list of the longest ER waits.â€ù -@CrainsChicago http://t.co/5DiWAYkniQ
constituency,neutral,personal,Senator ,twitter,Enjoyed touring Dellâ€™s facility in Nashua this morning http://t.co/D3crN2QBzs
national,partisan,policy,Senator ,twitter,"Hancock Co.mtg - 82ppl in Garner. Qs abt SSNotch, Debt, Guns, homeland Security,PTSD, WHTours, GayMarriage, TermLimits, CropInsur, Farm Bill"
national,partisan,policy,Senator ,twitter,@americasvoice working off left wing Playbook. Don't agree with the version of #immigrationreform they want?Then you are a hater.
constituency,neutral,personal,Senator ,twitter,A great lunch at Hotel Congress in #Tucson - one of the great historic hotels of #Arizona http://t.co/Z6uIyIFX
national,partisan,support,Senator ,twitter,"I believe that in America if you work hard &amp; play by the rules, you should be able to get ahead #PaycheckFairness   
http://t.co/Vl8RimfIXa"
national,neutral,policy,Senator ,twitter,Thnx @SenatorBarb Mikulski @SenBlumenthal @maziehirono 4 cosponsoring the Smartphone Theft Prevention Act.1/3 of burglaries are now cells!
national,neutral,policy,Representative ,twitter,".@wecanwait @HuffPostParents I had pen pal. Itâ€™s different, b/c real time, no pause button, lag time between whatâ€™s said or should be said."
national,neutral,personal,Representative ,twitter,Happy birthday to @FLOTUS Michelle Obama! Youâ€™ve been a fantastic First Lady and wonderful leader on veterans issues. #AndManyMore
national,partisan,policy,Senator ,twitter,Am cosponsoring @SenatorShaheen @robportman bill to increase #energyefficiency across public &amp; private sectors http://t.co/vagyn98Pz7
national,partisan,attack,Representative ,twitter,U.S. veterans using federal govtâ€™s online benefits system experience #glitches. Sound familiar? http://t.co/S8Eb7sKe12
national,neutral,support,Representative ,twitter,"I voted to reopen the govt., put people back to work, &amp; protect our country from an unprecedented financial crisis http://t.co/QMyc7C710u"
national,neutral,personal,Representative ,twitter,Today let us celebrate our freedoms and how blessed we are to live in this great country. Happy #IndependenceDay http://t.co/jXwNvpSBhw
national,neutral,personal,Senator ,twitter,"30 years on, #Hezbollah and its backers in #Iran still aim to attack our national security interests."
national,neutral,information,Senator ,twitter,Creative #COenergy development at EDF Heartland #Biogas Proj in #WeldCounty shows #CO in driver's seat on innovation. http://t.co/1pRtJVQjXv
national,neutral,policy,Representative ,twitter,Medicare Open Enrollment is underway. Hereâ€™s what the House has done to save the program - via @bluebagnews: http://t.co/xewJRqZkny #OH08
national,neutral,personal,Representative ,twitter,Looking forward to having @GabbyGiffords as my guest at the #SOTU tonight. Great to you have you in the House!
national,partisan,support,Senator ,twitter,Yes I will! RT @VictoriaFinkle: Crapo also said he'll keep fighting for structural change to CFPB.
national,neutral,other,Representative ,twitter,Thanks for sharing! RT: @PJNET_Video New #PJNET Video Showcase entry courtesy of US House Member @RepFincherTN08 http://t.co/c6nmPiO6nj
constituency,partisan,policy,Representative ,twitter,@IanHainline Every foreign-born grad w/a grad. degree from a U.S. univ. who stays &amp; works in #STEM creates on avg. 2.6 US jobs. #imarch
national,neutral,media,Representative ,twitter,Talked abt impt local + nat'l issues w/ @Univision. Airs 2nite at 6.30pm on #Miami Ch 23. http://t.co/2kz2lA0E
national,partisan,information,Representative ,twitter,"ICYMI: Yesterday I voted for the ""ENFORCE the Law Act"" to restore balance to the separation of powers. http://t.co/frsSARkAyD"
constituency,neutral,personal,Representative ,twitter,Great to be at Lincoln Electric and proud to have such a successful company headquartered in NE Ohio and #OH14.
national,partisan,personal,Representative ,twitter,"via @WSJ: Obama's ""energy taxes and mandates that will ensure fewer jobs, still lower incomes and slower growth."" http://t.co/pECzinZDCl"
national,partisan,support,Senator ,twitter,@CFPB study confirms need to prevent medical debt unfairly harming consumersâ€™ credit scores: http://t.co/VoTYLe1Qmr
national,partisan,policy,Representative ,twitter,Standing w/ furloughed fed workers in rain who want Congress to do our jobs so they can do theirs. #GOPshutdown http://t.co/7A4z8uvXlY
national,partisan,attack,Representative ,twitter,"RT @SenateDems Almost 270,000 veterans would benefit if the House took up and passed the Senate's #renewUI bill. http://t.co/hMt45GhSym"
national,partisan,policy,Senator ,twitter,CBO confirms what we knew: #ObamaCare will destroy millions of full-time #jobs. This law is a #TrainWreck. http://t.co/UiLM89YOPR
national,neutral,personal,Representative ,twitter,"Congrats to the Congressional Art Competition winners from #CA43: Christopher Lizama, Adrian Sanchez, Soohyun Park &amp; Adilah Trimble!"
national,neutral,information,Senator ,twitter,Enjoyed meeting w/ folks from â€è@ProvCM to discuss the educational &amp; economic benefits of museums. http://t.co/In36kAxsPd
national,neutral,mobilization,Representative ,twitter,#2million Americans have lost much needed unemployment insurance. It's time to #RenewUI
national,partisan,attack,Representative ,twitter,I urge the #Senate to reauthorize #VAWA. We cannot allow inaction to undermine the rights of women.
constituency,partisan,mobilization,Representative ,twitter,Massive turnout is expected throughout the Pelican State! Be a voter for @BillCassidy today. #VoteCassidy http://t.co/ESVOKQNd84
